Period	Decade	AxisYear	Year	Observed_22_24	Trend_22_24	Observed_24_26	Trend_24_26	Observed_26_28	Trend_26_28	Observed_28_30	Trend_28_30	Observed_30_32	Trend_30_32	Observed_32_34	Trend_32_34	Observed_34_36	Trend_34_36	Observed_36_38	Trend_36_38	Observed_38_40	Trend_38_40	Observed_40_42	Trend_40_42	Observed_42_44	Trend_42_44	Observed_44_46	Trend_44_46	Observed_46_48	Trend_46_48	Observed_Bight	Trend_Bight
401	70	1979.3333	1979	18.98	23.0575	17.81	21.0434	17.4	19.246	16.86	18.1097	16.62	17.3883	14.58	15.6818	13.8	14.4422	12.9	13.6992	11.71	12.6263	11.52	12.3704	12.46	12.3219	12.19	12.349	11.44	11.8038	15.81	17.0307
402	70	1979.417	1979	20.62	23.0684	19.64	21.0613	18.51	19.2582	17.74	18.1198	17.37	17.3999	15.4	15.6968	14.16	14.4419	13.42	13.6971	11.63	12.6267	12.08	12.3812	12.2	12.326	13.31	12.3544	12.72	11.8151	17.55	17.0462
403	70	1979.5	1979	23.45	23.0679	21.62	21.0567	19.83	19.2554	18.83	18.1181	18.54	17.4051	16.67	15.711	15.17	14.4457	14.17	13.6963	13.03	12.6366	13.12	12.3961	14.09	12.3385	15.93	12.3674	15.41	11.8373	18.04	17.0368
404	70	1979.5833	1979	25.7	23.0728	23.22	21.0567	21.4	19.2589	20.03	18.1221	19.64	17.4128	17.5	15.722	15.76	14.4472	15.62	13.7059	14.85	12.6502	14.02	12.4109	14.24	12.3495	15.32	12.3712	15.26	11.8502	19.17	17.0446
405	70	1979.667	1979	26.46	23.0839	24.71	21.0711	21.94	19.2624	20.17	18.1269	21.32	17.4434	18.34	15.7407	17.19	14.4622	16.66	13.7166	15.78	12.6591	16.52	12.4351	16.62	12.3682	16.61	12.3844	16.62	11.8696	20.64	17.0739
406	70	1979.75	1979	26.62	23.1002	24.42	21.0833	21.78	19.2725	19.82	18.1383	19.49	17.4295	18.57	15.7583	17.3	14.4697	16.96	13.7258	15.46	12.6628	14.94	12.4357	14.85	12.3727	15.29	12.3883	14.82	11.8788	19.46	17.0757
407	70	1979.8333	1979	24.71	23.1046	22.39	21.0865	20.18	19.2773	18.72	18.1508	18.09	17.4329	16.48	15.7567	15.75	14.4655	15.22	13.714	14.45	12.6624	13.78	12.4331	13.42	12.3738	13.18	12.3879	12.6	11.8841	17.48	17.0734
408	70	1979.917	1979	22.84	23.113	21.28	21.1013	19.11	19.291	18.11	18.1724	16.87	17.4447	16.04	15.7744	14.86	14.4674	14.06	13.7044	12.76	12.6564	12.35	12.429	12.15	12.3752	11.32	12.3866	10.85	11.8894	16.18	17.0831
409	80	1980	1980	21.6	23.1285	20.24	21.1181	18.73	19.3131	17.44	18.1894	16.66	17.4642	14.99	15.7795	14.41	14.4684	13.62	13.6977	12.3	12.6571	11.5	12.4264	10.74	12.374	10.41	12.3868	8.65	11.8897	15.56	17.0934
410	80	1980.0833	1980	21.2	23.1465	19.82	21.1341	18.38	19.3277	17.44	18.2061	16.65	17.4748	15.19	15.7879	13.79	14.4627	12.95	13.6811	11.89	12.6542	10.87	12.423	10.66	12.3751	9.79	12.3859	9.41	11.9004	16.45	17.1124
411	80	1980.167	1980	21.02	23.1619	19.49	21.149	18.39	19.3425	17.63	18.218	16.75	17.476	14.85	15.7842	13.67	14.4586	13.2	13.6709	12.32	12.6544	11.37	12.425	10.62	12.3754	10.01	12.3856	9.44	11.9044	16.1	17.108
412	80	1980.25	1980	20.47	23.1684	19.07	21.1583	17.8	19.3435	16.97	18.2122	16.37	17.4594	14.64	15.777	13.28	14.4517	12.47	13.649	11.72	12.6467	11.38	12.4231	10.81	12.3748	10.24	12.3844	10.42	11.9111	15.88	17.0985
413	80	1980.3333	1980	19.64	23.1701	18.22	21.1574	17.32	19.3388	16.52	18.2049	15.92	17.4384	14.46	15.7685	13.28	14.4437	12.54	13.6299	11.59	12.6359	11.33	12.4182	11.7	12.374	12.07	12.3848	12.19	11.9152	15.55	17.0833
414	80	1980.417	1980	22.21	23.1923	19.66	21.1703	17.78	19.3401	17.16	18.209	16.71	17.4363	15.18	15.7669	13.98	14.4366	13.54	13.6165	12.89	12.6344	12.66	12.4186	13.42	12.3755	13.41	12.3828	13.15	11.9141	16.06	17.0759
415	80	1980.5	1980	25.2	23.1951	23	21.18	19.34	19.3396	18.58	18.2113	17.72	17.4286	16.45	15.7679	15.22	14.4331	15.13	13.6073	13.68	12.6253	13.03	12.4142	13.49	12.3713	14.32	12.3808	14.4	11.9175	17.81	17.0818
416	80	1980.5833	1980	26.95	23.1922	25.24	21.1844	22.77	19.3644	21.3	18.2355	20.32	17.4509	17.54	15.7688	15.74	14.4233	14.66	13.5717	13.55	12.6088	13.16	12.4081	13.19	12.3696	14.48	12.3817	13.03	11.9141	20.48	17.1092
417	80	1980.667	1980	27.04	23.1904	23.99	21.1649	21.15	19.34	20.09	18.2196	19.29	17.4264	17.23	15.7586	15.6	14.4115	15.08	13.5542	14.11	12.6012	13.86	12.41	13.68	12.3747	14.07	12.384	13.57	11.9244	19.56	17.0998
418	80	1980.75	1980	26.27	23.1929	23.55	21.1712	20.78	19.3455	19.51	18.2245	18.45	17.4227	17.38	15.7654	15.08	14.4055	14.9	13.542	14.01	12.5969	13.02	12.4104	12.67	12.3813	13.03	12.389	12.68	11.9393	18.38	17.0982
419	80	1980.8333	1980	24.54	23.1974	22.17	21.1796	19.64	19.3561	18.18	18.2319	17.35	17.431	15.5	15.7636	14.64	14.4102	13.07	13.5193	13.84	12.5958	13.02	12.4176	12.96	12.3932	12.46	12.399	12.32	11.959	17.2	17.1068
420	80	1980.917	1980	23.28	23.2129	21.42	21.1976	19.02	19.3772	17.35	18.2501	16.23	17.4466	15.56	15.7902	14.5	14.4208	12.8	13.517	13.18	12.5918	12.53	12.4248	11.75	12.4016	11.47	12.4066	10.61	11.9712	16.03	17.1194
421	80	1981	1981	22.31	23.2311	20.79	21.2173	18.9	19.4041	17.27	18.2757	16.36	17.4741	15.18	15.8065	14.56	14.4276	13.29	13.521	13.16	12.5889	12.6	12.4319	11.61	12.4113	10.99	12.4136	10.46	11.9873	16.22	17.1406
422	80	1981.0833	1981	21.52	23.2422	20.06	21.2273	18.47	19.4184	16.92	18.2888	15.81	17.4799	14.88	15.8099	13.61	14.4187	13.12	13.5096	12.68	12.5764	11.87	12.4287	11.4	12.417	10.74	12.4182	9.66	11.9933	15.52	17.1366
423	80	1981.167	1981	20.54	23.2469	18.85	21.2301	17.67	19.4246	16.99	18.3011	16.04	17.4895	14.78	15.8103	13.62	14.4147	12.71	13.4883	11.96	12.557	11.34	12.4223	11.23	12.4194	11.27	12.4215	9.97	12	15.8	17.1416
424	80	1981.25	1981	20.49	23.2581	18.63	21.2401	17.45	19.4327	16.61	18.3032	16.13	17.4912	14.23	15.8027	11.89	14.3946	11.15	13.4547	9.69	12.5274	11.3	12.4174	10.75	12.4183	10.94	12.4182	10.37	12.0053	16.05	17.1413
425	80	1981.3333	1981	20.89	23.2684	18.95	21.2507	18.13	19.4459	17.73	18.3224	16.94	17.5022	15.27	15.8166	13.11	14.4006	12.52	13.4524	12.02	12.5268	11.98	12.4141	12.29	12.4213	12.16	12.4152	11.81	12.01	16.73	17.1424
426	80	1981.417	1981	20.86	23.2632	19.67	21.2552	19.09	19.4572	18.77	18.3361	17.66	17.5088	16.44	15.8242	13.26	14.3918	12.36	13.4253	10.25	12.496	13.32	12.41	13.86	12.423	14.07	12.4145	14.76	12.0212	17.71	17.1422
427	80	1981.5	1981	24.99	23.2727	23.42	21.2662	22.12	19.4734	20.96	18.3479	19.69	17.5193	17.4	15.8156	14.99	14.3963	12.79	13.4051	10.66	12.481	12.57	12.3933	13.38	12.4176	14.08	12.4072	14.37	12.0178	19.73	17.1471
428	80	1981.5833	1981	26.62	23.2704	24.35	21.2561	22.52	19.4607	22.02	18.3464	20.36	17.509	17.23	15.7903	14.5	14.3814	13.84	13.3971	11.63	12.4757	13.51	12.3861	14.83	12.4217	15.25	12.4107	15.17	12.025	20.24	17.1367
429	80	1981.667	1981	27.1	23.2724	25.35	21.2583	23.36	19.4605	21.75	18.3373	20.22	17.4946	16.67	15.769	15.19	14.3842	13.49	13.3817	12.23	12.476	14.65	12.3849	14.6	12.4217	15.07	12.4114	15.18	12.0303	20.07	17.1301
430	80	1981.75	1981	25.96	23.2736	23.29	21.2466	21.25	19.4414	20.07	18.3202	18.64	17.4747	17.02	15.7775	14.63	14.3865	13.33	13.386	13.57	12.4927	14.56	12.3798	13.9	12.4233	13.59	12.4104	14.27	12.0386	18.24	17.1121
431	80	1981.8333	1981	25.23	23.2875	22.65	21.2592	20.31	19.4466	18.63	18.3173	17.62	17.4785	16.55	15.7914	14.76	14.4048	14.21	13.416	13.98	12.507	13.01	12.3643	12.71	12.4222	12.56	12.4131	12.88	12.0444	17.09	17.1134
432	80	1981.917	1981	23.42	23.295	20.95	21.264	18.86	19.4505	17.46	18.3217	16.52	17.4876	14.91	15.7876	13.95	14.4162	13.33	13.4215	12.97	12.5107	12.15	12.3534	11.87	12.4231	11.29	12.4141	12.02	12.0509	15.45	17.112
433	80	1982	1982	21.34	23.298	19.05	21.2673	17.59	19.4563	16.31	18.3237	15.34	17.487	13.33	15.7808	12.88	14.4205	11.67	13.4117	11.66	12.5092	10.49	12.3379	9.98	12.4191	10	12.4126	10.04	12.0464	14.86	17.1159
434	80	1982.0833	1982	20.32	23.3065	18.61	21.2802	17.12	19.4654	16.33	18.3343	15.76	17.5042	13.84	15.7975	13.05	14.4349	12.05	13.4243	11.98	12.5158	10.89	12.3336	9.6	12.4197	9.18	12.4113	10.71	12.0489	15.14	17.1226
435	80	1982.167	1982	20.56	23.3258	18.62	21.2979	17	19.4775	16.14	18.338	15.33	17.5008	13.99	15.8116	12.98	14.4458	12.56	13.4364	11.83	12.5164	10.93	12.3271	9.87	12.4242	9.48	12.413	11.02	12.0428	15.46	17.1257
436	80	1982.25	1982	20.45	23.3394	18.32	21.3093	16.9	19.4856	16.43	18.3444	15.73	17.506	14.73	15.8302	13.16	14.4593	13.04	13.4484	11.95	12.518	11.07	12.3198	10.59	12.4299	10.68	12.4179	9.73	12.0249	15.48	17.1196
437	80	1982.3333	1982	20.4	23.346	18.45	21.3187	17.58	19.497	17.13	18.353	16.5	17.5158	14.46	15.8325	12.83	14.4634	11.92	13.4322	10.05	12.4987	10	12.3047	10.7	12.432	11.15	12.4145	11.4	12.0162	15.71	17.1125
438	80	1982.417	1982	20.71	23.3434	18.23	21.3143	17.08	19.4895	16.56	18.3406	16.19	17.5058	14.59	15.8333	13.51	14.4709	13.35	13.441	11.69	12.5058	11.47	12.3054	12.12	12.4407	12.34	12.4153	11.96	12.0032	16.3	17.1067
439	80	1982.5	1982	23.46	23.3442	20.99	21.3189	19.03	19.4943	18.27	18.3448	17.45	17.508	16.02	15.8476	13.54	14.472	13.97	13.4377	11.99	12.5024	13.06	12.311	14.08	12.4543	14.5	12.4237	13.6	12.0024	17.47	17.1017
440	80	1982.5833	1982	27.15	23.3685	24.04	21.338	20.62	19.5034	19.57	18.3523	19	17.5275	16.49	15.8586	14.92	14.4922	13.73	13.4255	12.4	12.5019	13.65	12.3098	14.53	12.4658	15.94	12.435	14.71	12.0055	18.13	17.1009
441	80	1982.667	1982	28.22	23.3854	25.42	21.3534	23	19.5326	20.9	18.3751	20.05	17.553	18.18	15.8956	16.84	14.5249	14.55	13.4359	13.39	12.5122	13.2	12.307	15.15	12.4786	15.41	12.4395	14.78	12.0058	19.08	17.1224
442	80	1982.75	1982	27.05	23.3916	24.95	21.3666	22.08	19.5398	20.66	18.3899	19.51	17.5712	17.96	15.9194	16.61	14.5442	14.46	13.4505	14.3	12.531	13.61	12.316	14.14	12.4887	13.51	12.4413	13.2	12.0057	18.93	17.142
443	80	1982.8333	1982	26.48	23.4098	24.72	21.3898	22.31	19.5684	20.42	18.4135	19.01	17.6004	17.19	15.9461	17.11	14.5746	14.43	13.4749	14.48	12.5473	13.76	12.3245	13.18	12.497	12.43	12.4486	11.88	12.0084	17.8	17.1557
444	80	1982.917	1982	24.58	23.4211	22.91	21.3979	20.22	19.5722	18.72	18.4182	17.28	17.612	16.26	15.9691	15.29	14.5812	13.23	13.4826	13.45	12.554	12.9	12.3268	12.18	12.506	11.51	12.4564	10.8	12.0131	15.98	17.1623
445	80	1983	1983	24.01	23.4422	22.34	21.4175	20.12	19.5966	18.25	18.4337	16.91	17.6335	15.44	15.9847	15.48	14.6	13.3	13.5008	13.25	12.5627	12.49	12.3273	11.73	12.5145	11.13	12.4639	10.58	12.0184	15.81	17.1811
446	80	1983.0833	1983	23.11	23.4506	21.83	21.4282	19.61	19.6066	17.99	18.4419	16.64	17.6456	15.26	15.9971	15.35	14.6093	13.57	13.515	13.55	12.5685	12.48	12.3238	11.57	12.5201	11.19	12.4695	10.98	12.0202	15.89	17.1927
447	80	1983.167	1983	22.12	23.4505	20.53	21.4264	18.23	19.6013	16.99	18.4332	16.36	17.6465	15.41	16.0085	14.86	14.6082	13.68	13.5195	13.24	12.5636	12.25	12.3126	11.26	12.5222	11.41	12.4707	11.55	12.0147	15.81	17.1959
448	80	1983.25	1983	21.41	23.4507	19.32	21.4207	17.85	19.6016	17.09	18.4337	16.5	17.6465	15.11	16.0086	13.81	14.5984	12.87	13.511	12.31	12.5513	11.65	12.2948	11.83	12.5241	11.36	12.4675	11.39	12.001	15.09	17.1851
449	80	1983.3333	1983	21.96	23.4606	19.24	21.4219	17.92	19.6022	17.11	18.4307	16.44	17.6417	15.41	16.0144	13.46	14.5911	13.16	13.5074	12	12.5354	12.23	12.2789	12.43	12.522	12.55	12.4628	12.35	11.9851	16.01	17.1945
450	80	1983.417	1983	23.8	23.4707	20.81	21.4304	18.65	19.6054	17.6	18.43	17.04	17.6469	16.13	16.0175	14.56	14.5923	13.02	13.4904	11.68	12.5178	12.58	12.2576	13.69	12.521	14.12	12.4592	14.91	11.9758	17.06	17.2028
451	80	1983.5	1983	26.62	23.4626	23.99	21.431	20.73	19.6076	19.11	18.4286	18.85	17.6559	16.99	16.0147	16.06	14.5958	14.02	13.4863	12.61	12.5078	13.71	12.2406	15.89	12.5223	16.64	12.4596	16.06	11.9611	18.71	17.2107
452	80	1983.5833	1983	28.71	23.4527	26.54	21.4322	23.96	19.6285	21.9	18.4514	20.23	17.6676	18.37	16.0241	17.65	14.6003	15.85	13.4951	14.39	12.5055	15.42	12.2218	15.5	12.5139	16.24	12.4508	15.48	11.9385	20.79	17.2339
453	80	1983.667	1983	28.13	23.4345	26.99	21.4224	25.43	19.635	22.48	18.4557	21.35	17.6842	19.94	16.0393	18.5	14.5986	17.01	13.4995	15.59	12.5012	13.36	12.1822	15.42	12.5046	15.68	12.4419	14.68	11.9162	21.13	17.2455
454	80	1983.75	1983	27.86	23.4323	26.5	21.4175	24.34	19.6226	22.41	18.4604	21.05	17.6917	18.91	16.0244	18.03	14.5867	16.58	13.4916	15.32	12.4907	14	12.162	12.66	12.4899	14	12.4314	12.35	11.8946	20.35	17.2505
455	80	1983.8333	1983	26.58	23.4291	24.22	21.4005	22.15	19.6028	20.81	18.4505	19.57	17.686	17.71	16.0119	16.79	14.569	15.4	13.4774	14.85	12.4789	14.04	12.1381	13.87	12.4888	13.67	12.4273	11.77	11.8845	19.03	17.2536
456	80	1983.917	1983	24.52	23.4201	22.07	21.3861	19.68	19.5817	18.09	18.4253	17.34	17.6676	15.55	15.986	14.27	14.5382	13.4	13.4478	12.98	12.4555	12.24	12.102	11.95	12.478	11.28	12.4128	10.54	11.8725	16.69	17.2432
457	80	1984	1984	22.49	23.4114	20.79	21.3816	18.69	19.578	17.4	18.4234	16.43	17.6593	14.91	15.9742	14.08	14.5256	12.69	13.4287	12.24	12.437	11.31	12.0674	11.2	12.468	10.26	12.4013	9.24	11.8556	16.28	17.2473
458	80	1984.0833	1984	22.02	23.4117	20.1	21.3758	18.16	19.5723	16.67	18.4133	15.66	17.6451	14.79	15.9617	13.58	14.5068	12.51	13.4116	11.99	12.4177	10.97	12.0337	10.67	12.4563	10.22	12.3917	9.17	11.8411	15.82	17.24
459	80	1984.167	1984	22.01	23.4126	19.46	21.3687	17.56	19.5632	16.47	18.4056	15.8	17.6376	14.72	15.9453	13.12	14.4849	12.32	13.3892	11.72	12.3945	11.2	12.0006	10.61	12.4449	10.03	12.378	9.79	11.8247	15.81	17.2331
460	80	1984.25	1984	21.21	23.4015	18.76	21.3573	17.08	19.5504	16.54	18.397	15.77	17.6224	14.19	15.9183	11.82	14.455	10.97	13.3543	10.24	12.3629	10.99	11.9633	10.63	12.4324	10.27	12.3648	10.17	11.8056	15.29	17.2144
461	80	1984.3333	1984	21.2	23.3923	18.78	21.3483	17.68	19.5462	17.03	18.3926	16.03	17.6134	13.92	15.8968	11.81	14.4378	11.05	13.3339	10.88	12.3419	11.93	11.9275	11.69	12.4212	11.83	12.3519	11.86	11.7867	16.52	17.2175
462	80	1984.417	1984	22.45	23.3834	20.14	21.3433	18.56	19.5406	17.81	18.3889	17.44	17.6253	14.91	15.8904	13.52	14.4353	11.81	13.3199	10.04	12.3112	10.14	11.8731	12.78	12.41	12.56	12.3363	12.7	11.7623	17.8	17.2177
463	80	1984.5	1984	24.99	23.362	23.12	21.3307	21.42	19.54	20.82	18.3986	20.27	17.6402	16.66	15.8915	15.91	14.4386	14.58	13.3314	12.34	12.3035	10.66	11.8379	12.84	12.3979	14.19	12.3271	12.92	11.7408	19.72	17.2155
464	80	1984.5833	1984	27.81	23.351	25.53	21.3203	23.37	19.5328	21.83	18.3863	20.61	17.6206	18.66	15.9003	16.83	14.4274	14.62	13.3095	12.85	12.285	13.42	11.8195	15.32	12.398	16.04	12.3251	15.3	11.7359	21.06	17.2131
465	80	1984.667	1984	27.05	23.3216	25.92	21.2997	23.94	19.5154	22.65	18.3803	21.94	17.6214	19.28	15.8904	17.97	14.4187	15.28	13.3004	13.44	12.2713	12.74	11.7873	15.08	12.3896	15.16	12.3131	14.71	11.7189	21.39	17.2075
466	80	1984.75	1984	25.74	23.2993	24.43	21.2755	22.76	19.4907	21.33	18.355	20.59	17.5901	18.03	15.8602	15.37	14.3772	14.37	13.2846	13.08	12.2594	12.92	11.7653	14.04	12.3797	14.02	12.3026	13.31	11.7039	18.78	17.1687
467	80	1984.8333	1984	24.26	23.2875	22.17	21.2518	19.97	19.4555	18.85	18.3219	17.9	17.5453	16.56	15.8359	14.67	14.3619	13.34	13.2768	12.67	12.2516	12.2	11.7398	12.21	12.3658	11.82	12.2893	11.68	11.6882	16.13	17.1384
468	80	1984.917	1984	22.86	23.2824	20.41	21.2369	17.74	19.4313	16.55	18.2943	15.98	17.5175	14.6	15.809	13.44	14.3458	12.88	13.2755	12.11	12.2452	11.04	11.7144	11.62	12.3583	10.87	12.2811	9.41	11.6705	14.51	17.1295
469	80	1985	1985	21.39	23.2774	19.31	21.2313	17.12	19.4292	15.74	18.2863	15	17.4994	14.33	15.8004	13.24	14.3364	12.41	13.2698	11.76	12.2382	10.99	11.6943	10.67	12.3484	10.12	12.2722	8.45	11.6558	14.5	17.135
470	80	1985.0833	1985	20.14	23.267	18.32	21.2202	16.38	19.4198	15.71	18.283	14.47	17.4848	13.68	15.7808	12.75	14.321	11.82	13.2573	10.82	12.2227	9.81	11.6657	9.81	12.3369	9.23	12.2605	7.12	11.6377	14.08	17.1268
471	80	1985.167	1985	19.74	23.2617	17.81	21.2139	16.03	19.4148	15.42	18.2731	14.99	17.4821	13.5	15.7674	12.19	14.3038	11.01	13.2391	9.91	12.2061	8.95	11.6389	9.63	12.328	9.13	12.2497	8.17	11.6291	14.06	17.1216
472	80	1985.25	1985	19.38	23.2553	17.51	21.2077	16.5	19.4159	15.87	18.2695	15.29	17.4729	14.31	15.767	12.2	14.2936	11.44	13.2411	10.08	12.2004	9.93	11.6259	9.79	12.3214	9.52	12.2414	9.8	11.6252	14.63	17.1222
473	80	1985.3333	1985	19.38	23.249	17.61	21.2011	16.83	19.412	16.43	18.2671	15.85	17.4702	14.15	15.7557	12.29	14.2833	11.93	13.2405	10.57	12.1936	10.28	11.6098	11.9	12.3205	12.3	12.2387	12.04	11.6186	15.14	17.1207
474	80	1985.417	1985	20.33	23.2438	18.4	21.1934	17.4	19.4066	17.2	18.2647	17.11	17.4804	15.22	15.7543	13.65	14.2797	13.49	13.2459	11.72	12.1913	11.39	11.5961	12.87	12.3156	13.61	12.2298	13.42	11.6053	16.71	17.1327
475	80	1985.5	1985	24.13	23.2425	22.49	21.1962	21.01	19.4195	20.06	18.274	19.47	17.488	16.6	15.7497	14.52	14.2698	14.11	13.2366	12.19	12.1819	11.7	11.5809	13.65	12.3112	15.31	12.2229	13.77	11.5906	19.14	17.1466
476	80	1985.5833	1985	26.9	23.2441	24.2	21.1837	22.11	19.4082	20.86	18.2618	20.16	17.476	17.15	15.7388	15.33	14.2614	15.05	13.2309	13.25	12.1777	13.16	11.5715	15.65	12.3128	16.34	12.2176	15.08	11.5848	19.76	17.1442
477	80	1985.667	1985	27.75	23.2408	24.86	21.1717	23.07	19.4023	21.22	18.2542	20.36	17.4627	18.04	15.7381	15.99	14.2576	15.05	13.2192	13.58	12.1719	13.11	11.557	14.1	12.3016	14.78	12.2018	14.22	11.5705	19.89	17.1489
478	80	1985.75	1985	26.5	23.2287	24.18	21.1634	22.41	19.3924	20.74	18.247	19.66	17.4505	17.26	15.7257	15.53	14.249	14.18	13.2084	12.46	12.1635	11.6	11.5396	12.14	12.2926	12.75	12.1873	12.05	11.5564	19.46	17.1568
479	80	1985.8333	1985	24.9	23.2204	22.06	21.1484	19.97	19.3706	18.63	18.2276	17.93	17.4345	15.67	15.7147	13.97	14.2381	11.95	13.1915	10.96	12.1584	10.26	11.5281	10.94	12.2893	10.52	12.1757	10.3	11.5472	17.28	17.1481
480	80	1985.917	1985	23.01	23.215	20.38	21.1416	18.52	19.3642	17.13	18.2193	16.04	17.4196	14.25	15.7134	13.41	14.241	11.79	13.2035	11.61	12.1743	10.49	11.5339	10.73	12.2951	10.25	12.1741	8.03	11.5398	15.06	17.1424
481	80	1986	1986	22.32	23.2227	19.97	21.1507	17.87	19.3701	17.02	18.228	15.85	17.4262	14.76	15.736	13.78	14.2507	12.78	13.2293	11.95	12.1878	11.49	11.5455	10.85	12.3029	9.81	12.1715	9.25	11.5488	15.41	17.1638
482	80	1986.0833	1986	21.19	23.2175	19.35	21.1502	17.64	19.3729	16.39	18.2213	15.69	17.4258	15.02	15.7467	13.61	14.2505	13.03	13.2405	12.19	12.1957	11.59	11.5476	11.31	12.3094	10.14	12.1701	9.63	11.551	15.26	17.1689
483	80	1986.167	1986	20.24	23.2094	19.05	21.1514	17.45	19.3742	16.69	18.2224	15.81	17.4202	14.95	15.7447	13.81	14.2502	13.71	13.2483	12.52	12.1992	12.02	11.5434	11.52	12.3114	11.03	12.1667	10.72	11.5478	15.57	17.1757
484	80	1986.25	1986	20.26	23.2076	18.81	21.1494	17.4	19.3714	16.93	18.217	16.46	17.4162	14.58	15.732	13.12	14.2382	12.11	13.2252	10.79	12.1859	10.25	11.5215	11.33	12.3081	10.49	12.1545	9.89	11.5312	15.99	17.1786
485	80	1986.3333	1986	20.29	23.2007	18.65	21.1418	18	19.3714	17.31	18.2109	16.57	17.4013	14.68	15.7251	12.44	14.2234	11.81	13.212	10.89	12.1805	10.61	11.5089	12.1	12.304	11.98	12.1447	10.89	11.5184	16.63	17.1808
486	80	1986.417	1986	19.94	23.1825	18.68	21.1259	17.67	19.3536	17.11	18.1919	16.59	17.384	15.18	15.7171	13.86	14.2236	12.99	13.2111	12.25	12.1834	12.56	11.5019	13.49	12.3009	13.96	12.137	13.71	11.5148	17.82	17.1868
487	80	1986.5	1986	24.92	23.1875	21.54	21.1152	20.03	19.3496	19.06	18.1857	18.7	17.3812	16.39	15.7101	14.87	14.2174	13.77	13.2038	12.24	12.1735	11.59	11.4783	14.5	12.2957	15.56	12.1271	14.34	11.503	19.5	17.1865
488	80	1986.5833	1986	25.67	23.1677	22.93	21.1005	21.01	19.336	19.9	18.1722	19.53	17.3674	16.78	15.6979	14.85	14.2023	14.43	13.1959	13.08	12.1706	11.93	11.4613	13.8	12.2862	13.33	12.1061	13.46	11.487	19.87	17.1769
489	80	1986.667	1986	26.63	23.1629	24.03	21.0954	21.34	19.3241	19.2	18.1506	18.48	17.3335	16.95	15.6922	15.16	14.1987	15	13.1943	13.9	12.1716	12.57	11.453	13.23	12.2798	13.5	12.0994	13.48	11.4803	19.36	17.1692
490	80	1986.75	1986	25.77	23.1588	22.77	21.086	20.91	19.3215	19.12	18.1528	18.86	17.344	17.26	15.7037	16.01	14.2085	14.64	13.1935	13.22	12.1695	12.04	11.4457	12.97	12.281	13.52	12.0979	12.31	11.4762	19.01	17.1764
491	80	1986.8333	1986	24.69	23.1626	22.29	21.0944	19.89	19.3241	17.89	18.153	17.9	17.351	16.36	15.7129	15.28	14.2115	13.02	13.1862	12.54	12.1715	11.33	11.4403	12.34	12.2819	11.65	12.0908	10.81	11.4733	18.19	17.187
492	80	1986.917	1986	23.89	23.1708	21.57	21.103	19.85	19.3405	17.79	18.171	17.04	17.3601	15.29	15.7211	15.35	14.221	13.03	13.1984	12.77	12.1822	11.57	11.4441	11.42	12.2838	10.94	12.0879	10.25	11.4772	17.22	17.1963
493	80	1987	1987	21.65	23.1665	19.85	21.1026	17.46	19.3303	16.33	18.1684	15.75	17.3523	14.66	15.7279	13.75	14.2077	12.71	13.2026	12.23	12.1847	11.15	11.4423	10.62	12.2849	9.35	12.0799	9.31	11.4742	15.54	17.1822
494	80	1987.0833	1987	21.25	23.169	19.93	21.1116	17.28	19.3366	16.29	18.1758	15.35	17.3497	14.48	15.7322	13.5	14.2018	12.43	13.2011	11.92	12.1832	10.8	11.4363	10.8	12.2873	10.22	12.0803	9.64	11.4737	15.31	17.1778
495	80	1987.167	1987	20.38	23.1645	18.65	21.1051	16.67	19.3379	16.08	18.1774	15.35	17.3463	14.65	15.7378	13.02	14.1919	12.23	13.1951	11.47	12.1769	10.66	11.4274	10.4	12.2861	10.01	12.0726	9.73	11.4643	14.92	17.1679
496	80	1987.25	1987	20.01	23.1608	18.11	21.1028	17.24	19.3481	16.69	18.1847	16.46	17.3556	15.15	15.7419	12.6	14.1821	12.02	13.1903	10.9	12.1696	11.27	11.4197	11.33	12.2876	11.47	12.0696	10.63	11.4564	15.94	17.1736
497	80	1987.3333	1987	20.12	23.1584	18.61	21.1063	17.6	19.3524	17.02	18.1871	16.71	17.3492	14.6	15.7304	13.88	14.1865	12.82	13.1924	11.46	12.165	11.14	11.4026	12.42	12.2862	12.59	12.0579	11.86	11.4435	17.31	17.1805
498	80	1987.417	1987	20.77	23.1529	18.81	21.0966	18.19	19.3507	17.49	18.1854	17.08	17.3414	15.42	15.7303	13.47	14.1659	12.98	13.1774	11.3	12.1539	11.13	11.3814	13.71	12.2832	12.83	12.0412	12.34	11.4247	17.4	17.1638
499	80	1987.5	1987	24.47	23.1524	21.4	21.0877	18.63	19.3306	18.31	18.1722	17.54	17.3138	16.95	15.7321	14.56	14.1576	14.15	13.1729	13.32	12.1563	12.1	11.3674	14.65	12.2774	13.99	12.0294	13.4	11.4132	18.2	17.1442
500	80	1987.5833	1987	27.48	23.1599	23.97	21.0903	21.19	19.3438	19.74	18.1773	19.04	17.3184	18.13	15.732	15.83	14.1538	15.21	13.1669	13.48	12.1448	11.9	11.3466	13.74	12.267	13	12.0161	12.47	11.398	19.79	17.1482
