cell	X	Y	d1h1	d1h2	d1h3	d1h4	d1h5	d1h6	d1h7	d1h8	d1h9	d1h10	d1h11	d1h12	d1h13	d1h14	d1h15	d1h16	d1h17	d1h18	d1h19	d1h20	d1h21	d1h22	d1h23	d2h1	d2h2	d2h3	d2h4	d2h5	d2h6	d2h7	d2h8	d2h9	d2h10	d2h11	d2h12	d2h13	d2h14	d2h15	d2h16	d2h17	d2h18	d2h19	d2h20	d2h21	d2h22	d2h23	d2h24	d3h1	d3h2	d3h3	d3h4	d3h5	d3h6	d3h7	d3h8	d3h9	d3h10	d3h11	d3h12	d3h13	d3h14	d3h15	d3h16	d3h17	d3h18	d3h19	d3h20	d3h21	d3h22	d3h23
184	544250.00	414250.00	1.00	0.00	0.00	1.00	4.00	3.00	0.00	4.00	1.00	2.00	0.00	2.00	1.00	3.00	5.00	2.00	1.00	2.00	2.00	1.00	2.00	5.00	6.00	4.00	2.00	5.00	6.00	5.00	9.00	2.00	0.00	0.00	1.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	1.00	1.00	0.00	2.00	2.00	2.00	0.00	0.00	0.00	1.00	0.00
185	537750.00	415750.00	1.00	0.00	0.00	0.00	1.00	3.00	4.00	2.00	1.00	3.00	3.00	5.00	2.00	2.00	2.00	1.00	1.00	1.00	2.00	3.00	0.00	0.00	3.00	3.00	2.00	1.00	1.00	1.00	1.00	6.00	2.00	2.00	3.00	2.00	3.00	2.00	1.00	0.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	3.00	1.00	7.00	2.00	1.00	1.00	1.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	3.00	0.00	0.00	1.00	0.00	0.00	1.00	2.00	1.00
186	538250.00	416250.00	0.00	1.00	0.00	1.00	0.00	2.00	3.00	4.00	5.00	0.00	2.00	1.00	2.00	2.00	5.00	1.00	1.00	1.00	3.00	2.00	0.00	1.00	1.00	3.00	1.00	0.00	2.00	1.00	1.00	2.00	4.00	1.00	0.00	2.00	4.00	1.00	2.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00	1.00	0.00	1.00	4.00	1.00	4.00	4.00	1.00	1.00	1.00	1.00	4.00	0.00	2.00	1.00	0.00	1.00	0.00	2.00	1.00	1.00	0.00	0.00	2.00	2.00	1.00
187	544750.00	416750.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	2.00	2.00	2.00	1.00	14.00	11.00	11.00	9.00	4.00	6.00	8.00	1.00	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	3.00	1.00	4.00	1.00	0.00	0.00	0.00	2.00	0.00
188	538250.00	416750.00	1.00	1.00	0.00	0.00	0.00	6.00	4.00	7.00	2.00	1.00	3.00	2.00	2.00	3.00	1.00	4.00	0.00	1.00	5.00	3.00	1.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	5.00	5.00	1.00	3.00	1.00	2.00	2.00	1.00	2.00	2.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	0.00	1.00	4.00	3.00	0.00	1.00	2.00	1.00	0.00	2.00	4.00	0.00	1.00	0.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.00
189	543250.00	418250.00	3.00	1.00	1.00	0.00	4.00	3.00	1.00	0.00	2.00	1.00	3.00	1.00	3.00	2.00	2.00	1.00	2.00	3.00	1.00	2.00	3.00	1.00	2.00	3.00	1.00	3.00	1.00	2.00	7.00	4.00	3.00	1.00	3.00	6.00	6.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	1.00	1.00	0.00	1.00	2.00	1.00	2.00	0.00	2.00	5.00	3.00	0.00	1.00	2.00	1.00	0.00
190	544750.00	415750.00	1.00	1.00	0.00	0.00	0.00	2.00	2.00	0.00	1.00	1.00	0.00	1.00	1.00	2.00	3.00	0.00	1.00	0.00	3.00	1.00	1.00	0.00	2.00	4.00	2.00	3.00	15.00	12.00	11.00	12.00	2.00	1.00	4.00	0.00	5.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	2.00	1.00	3.00	2.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00
191	544750.00	416250.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	2.00	1.00	1.00	2.00	2.00	1.00	1.00	1.00	2.00	1.00	2.00	4.00	0.00	3.00	3.00	4.00	14.00	17.00	11.00	9.00	2.00	3.00	1.00	2.00	2.00	3.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	1.00	0.00	1.00	1.00	2.00	1.00	3.00	2.00	0.00	0.00	0.00	0.00	0.00
192	542250.00	419250.00	3.00	0.00	0.00	1.00	2.00	2.00	3.00	2.00	4.00	3.00	1.00	1.00	3.00	1.00	1.00	3.00	0.00	2.00	1.00	4.00	1.00	8.00	3.00	4.00	8.00	7.00	3.00	0.00	1.00	4.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00	1.00	2.00	0.00	1.00	1.00	2.00	3.00	2.00	3.00	3.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00
193	540250.00	412750.00	1.00	0.00	0.00	0.00	5.00	3.00	6.00	0.00	2.00	0.00	0.00	0.00	3.00	3.00	1.00	2.00	2.00	0.00	1.00	0.00	0.00	0.00	0.00	2.00	1.00	2.00	4.00	8.00	1.00	2.00	2.00	2.00	3.00	4.00	3.00	2.00	2.00	1.00	6.00	0.00	4.00	0.00	3.00	0.00	2.00	0.00	0.00	2.00	1.00	1.00	0.00	3.00	0.00	1.00	2.00	2.00	3.00	2.00	1.00	4.00	0.00	1.00	2.00	1.00	0.00	0.00	2.00	1.00	0.00	0.00
194	538250.00	417250.00	5.00	1.00	0.00	0.00	1.00	1.00	6.00	2.00	0.00	1.00	2.00	1.00	2.00	7.00	1.00	3.00	1.00	0.00	7.00	3.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	1.00	2.00	3.00	0.00	3.00	2.00	0.00	3.00	4.00	3.00	1.00	1.00	0.00	2.00	1.00	0.00	2.00	0.00	0.00	0.00	1.00	1.00	0.00	1.00	2.00	2.00	2.00	2.00	2.00	0.00	0.00	1.00	2.00	1.00	2.00	2.00	6.00	0.00	1.00	1.00	3.00	5.00	1.00
195	544250.00	417250.00	1.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	0.00	2.00	1.00	0.00	1.00	1.00	2.00	2.00	1.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00	1.00	1.00	11.00	12.00	14.00	3.00	8.00	6.00	4.00	7.00	3.00	2.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	5.00	2.00	0.00	2.00	1.00	1.00	3.00	1.00	0.00	0.00	1.00	1.00	1.00	1.00
196	538750.00	411750.00	2.00	0.00	0.00	3.00	2.00	1.00	3.00	1.00	2.00	1.00	1.00	2.00	0.00	2.00	1.00	0.00	2.00	3.00	1.00	1.00	3.00	3.00	0.00	3.00	2.00	4.00	1.00	1.00	1.00	1.00	1.00	0.00	2.00	1.00	3.00	3.00	3.00	1.00	5.00	1.00	2.00	1.00	1.00	2.00	0.00	2.00	2.00	0.00	2.00	4.00	1.00	0.00	0.00	1.00	1.00	2.00	3.00	1.00	3.00	1.00	3.00	3.00	0.00	3.00	1.00	2.00	1.00	2.00	1.00	2.00
197	543750.00	413750.00	0.00	1.00	0.00	0.00	1.00	5.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	4.00	1.00	1.00	4.00	2.00	3.00	1.00	2.00	2.00	5.00	2.00	0.00	4.00	20.00	26.00	13.00	3.00	2.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	2.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00
198	544250.00	414750.00	1.00	1.00	0.00	2.00	2.00	4.00	0.00	2.00	0.00	1.00	4.00	1.00	2.00	3.00	3.00	3.00	3.00	0.00	4.00	1.00	1.00	8.00	8.00	9.00	1.00	8.00	14.00	8.00	11.00	4.00	1.00	0.00	1.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
199	541250.00	418250.00	0.00	0.00	0.00	1.00	0.00	1.00	3.00	1.00	2.00	0.00	0.00	0.00	0.00	1.00	1.00	3.00	3.00	4.00	2.00	0.00	0.00	0.00	0.00	2.00	3.00	2.00	0.00	0.00	3.00	3.00	0.00	2.00	5.00	6.00	3.00	3.00	0.00	0.00	2.00	1.00	1.00	0.00	4.00	1.00	5.00	2.00	5.00	5.00	3.00	2.00	1.00	4.00	1.00	2.00	5.00	1.00	1.00	0.00	2.00	3.00	2.00	2.00	2.00	5.00	1.00	1.00	1.00	0.00	1.00	1.00
200	538250.00	415250.00	2.00	0.00	0.00	0.00	5.00	6.00	5.00	0.00	1.00	1.00	1.00	2.00	1.00	1.00	2.00	2.00	0.00	1.00	5.00	5.00	1.00	0.00	2.00	0.00	4.00	1.00	4.00	0.00	0.00	4.00	1.00	3.00	2.00	2.00	2.00	2.00	1.00	0.00	0.00	0.00	0.00	1.00	2.00	1.00	1.00	0.00	2.00	4.00	6.00	4.00	2.00	2.00	0.00	4.00	1.00	1.00	1.00	2.00	1.00	3.00	3.00	2.00	1.00	1.00	0.00	1.00	1.00	2.00	3.00	4.00
201	538750.00	418250.00	2.00	1.00	0.00	2.00	0.00	3.00	3.00	0.00	1.00	1.00	2.00	17.00	4.00	2.00	2.00	5.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	2.00	4.00	3.00	7.00	1.00	1.00	2.00	1.00	2.00	1.00	2.00	0.00	0.00	0.00	2.00	7.00	7.00	3.00	0.00	2.00	3.00	1.00	0.00	0.00	1.00	1.00	1.00	10.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	3.00	2.00	0.00	0.00	1.00	2.00	0.00	0.00
202	543750.00	417750.00	1.00	0.00	0.00	0.00	4.00	2.00	2.00	1.00	1.00	1.00	2.00	3.00	1.00	3.00	2.00	0.00	1.00	0.00	2.00	0.00	1.00	2.00	3.00	0.00	3.00	2.00	5.00	12.00	6.00	10.00	4.00	3.00	3.00	6.00	4.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	1.00	1.00	6.00	0.00	2.00	3.00	3.00	4.00	7.00	0.00	0.00	0.00	1.00	6.00	0.00
203	542750.00	418750.00	4.00	1.00	0.00	1.00	2.00	1.00	1.00	2.00	3.00	2.00	1.00	1.00	0.00	3.00	2.00	4.00	2.00	0.00	2.00	4.00	9.00	6.00	4.00	2.00	6.00	8.00	3.00	0.00	6.00	8.00	3.00	3.00	0.00	1.00	3.00	1.00	1.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	0.00	3.00	0.00	3.00	2.00	2.00	3.00	2.00	1.00	2.00	1.00	0.00	1.00	1.00	0.00
204	539250.00	412750.00	1.00	1.00	3.00	0.00	3.00	5.00	5.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	2.00	10.00	4.00	1.00	3.00	1.00	1.00	0.00	3.00	1.00	2.00	2.00	0.00	2.00	1.00	3.00	1.00	7.00	2.00	3.00	2.00	2.00	2.00	5.00	0.00	0.00	1.00	2.00	1.00	3.00	1.00	0.00	2.00	1.00	3.00	2.00	1.00	0.00	1.00	2.00	1.00	1.00	1.00	0.00	2.00	5.00	5.00	3.00	0.00	1.00	4.00	2.00	1.00
205	538750.00	414250.00	3.00	2.00	0.00	0.00	2.00	6.00	1.00	0.00	3.00	0.00	2.00	1.00	0.00	3.00	0.00	2.00	0.00	1.00	7.00	4.00	7.00	1.00	2.00	0.00	1.00	1.00	5.00	9.00	8.00	3.00	1.00	1.00	0.00	4.00	2.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00	1.00	1.00	0.00	0.00	1.00	3.00	7.00	2.00	4.00	3.00	1.00	1.00	1.00	0.00	0.00	2.00	0.00	2.00	1.00	0.00	2.00	2.00	2.00	1.00	1.00	3.00	3.00	1.00
206	538250.00	418250.00	0.00	0.00	0.00	3.00	4.00	1.00	2.00	1.00	0.00	2.00	4.00	9.00	8.00	2.00	1.00	3.00	1.00	6.00	1.00	0.00	0.00	0.00	0.00	0.00	5.00	4.00	1.00	0.00	4.00	2.00	6.00	1.00	0.00	5.00	0.00	2.00	0.00	2.00	1.00	0.00	1.00	0.00	0.00	8.00	0.00	6.00	0.00	3.00	2.00	2.00	2.00	2.00	0.00	0.00	5.00	2.00	0.00	1.00	0.00	0.00	0.00	1.00	6.00	4.00	0.00	0.00	1.00	4.00	3.00	0.00
207	543250.00	413250.00	3.00	1.00	1.00	2.00	6.00	5.00	2.00	3.00	2.00	4.00	1.00	2.00	0.00	6.00	2.00	2.00	3.00	1.00	8.00	4.00	4.00	1.00	1.00	3.00	3.00	7.00	15.00	13.00	13.00	4.00	0.00	0.00	1.00	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	3.00	2.00	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00	3.00	0.00
208	541750.00	416250.00	14.00	12.00	4.00	6.00	9.00	20.00	11.00	2.00	1.00	0.00	0.00	5.00	2.00	4.00	10.00	13.00	4.00	3.00	1.00	2.00	0.00	0.00	1.00	2.00	2.00	5.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00
209	542250.00	413250.00	2.00	1.00	0.00	3.00	8.00	5.00	1.00	3.00	3.00	3.00	3.00	2.00	3.00	1.00	2.00	3.00	3.00	4.00	7.00	2.00	3.00	3.00	3.00	5.00	6.00	6.00	12.00	4.00	10.00	6.00	1.00	0.00	3.00	3.00	5.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	3.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
210	542250.00	418750.00	3.00	1.00	2.00	1.00	1.00	0.00	1.00	0.00	3.00	4.00	2.00	4.00	2.00	3.00	1.00	2.00	2.00	2.00	1.00	11.00	3.00	4.00	3.00	6.00	7.00	7.00	6.00	2.00	3.00	12.00	1.00	2.00	3.00	4.00	2.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00	1.00	0.00	0.00	1.00	0.00	1.00	0.00	1.00	2.00	2.00	4.00	3.00	3.00	0.00	1.00	1.00	1.00	0.00	2.00	3.00	0.00	0.00
211	541750.00	418750.00	4.00	3.00	3.00	4.00	0.00	3.00	4.00	3.00	5.00	0.00	2.00	4.00	2.00	1.00	0.00	1.00	2.00	1.00	2.00	1.00	5.00	1.00	6.00	4.00	4.00	4.00	2.00	4.00	2.00	9.00	4.00	4.00	2.00	6.00	4.00	5.00	1.00	1.00	1.00	1.00	1.00	1.00	0.00	0.00	1.00	1.00	3.00	0.00	2.00	3.00	0.00	0.00	0.00	3.00	0.00	0.00	4.00	0.00	0.00	2.00	1.00	3.00	1.00	1.00	2.00	1.00	2.00	0.00	1.00	0.00
212	543750.00	414250.00	2.00	0.00	0.00	2.00	9.00	9.00	1.00	2.00	3.00	1.00	3.00	1.00	2.00	5.00	5.00	0.00	1.00	3.00	4.00	4.00	1.00	5.00	5.00	3.00	7.00	11.00	14.00	18.00	23.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
213	544250.00	415250.00	2.00	0.00	1.00	1.00	3.00	1.00	2.00	0.00	0.00	0.00	1.00	1.00	5.00	5.00	3.00	4.00	2.00	5.00	7.00	2.00	0.00	7.00	3.00	5.00	9.00	10.00	13.00	12.00	12.00	12.00	1.00	1.00	3.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	1.00	0.00	2.00	1.00	0.00	2.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
214	538250.00	415750.00	3.00	3.00	0.00	0.00	2.00	7.00	9.00	5.00	1.00	3.00	4.00	2.00	3.00	1.00	4.00	4.00	1.00	2.00	2.00	0.00	2.00	0.00	1.00	2.00	2.00	1.00	2.00	2.00	2.00	2.00	0.00	4.00	3.00	4.00	2.00	2.00	1.00	0.00	0.00	0.00	2.00	0.00	0.00	2.00	1.00	0.00	2.00	2.00	3.00	10.00	4.00	2.00	1.00	3.00	2.00	1.00	1.00	1.00	3.00	4.00	3.00	3.00	2.00	1.00	1.00	2.00	0.00	2.00	2.00	1.00
215	538250.00	417750.00	2.00	1.00	0.00	1.00	2.00	5.00	2.00	4.00	2.00	0.00	3.00	2.00	4.00	5.00	0.00	4.00	1.00	2.00	5.00	1.00	1.00	1.00	0.00	0.00	4.00	3.00	1.00	3.00	1.00	7.00	3.00	2.00	0.00	3.00	5.00	5.00	2.00	2.00	2.00	0.00	2.00	0.00	0.00	7.00	3.00	3.00	1.00	4.00	5.00	4.00	0.00	1.00	0.00	3.00	2.00	2.00	1.00	1.00	1.00	1.00	1.00	5.00	3.00	1.00	1.00	0.00	1.00	2.00	2.00	2.00
216	540750.00	417750.00	7.00	1.00	0.00	1.00	2.00	6.00	5.00	2.00	1.00	2.00	0.00	2.00	2.00	4.00	2.00	8.00	4.00	2.00	1.00	1.00	1.00	0.00	1.00	1.00	2.00	4.00	0.00	2.00	4.00	5.00	4.00	2.00	4.00	0.00	3.00	0.00	1.00	2.00	1.00	3.00	0.00	1.00	7.00	0.00	1.00	1.00	2.00	3.00	0.00	1.00	1.00	1.00	0.00	3.00	8.00	2.00	2.00	0.00	1.00	0.00	2.00	1.00	5.00	8.00	1.00	2.00	4.00	1.00	1.00	1.00
217	539750.00	417750.00	2.00	2.00	1.00	1.00	1.00	3.00	1.00	0.00	0.00	0.00	6.00	5.00	1.00	5.00	6.00	9.00	0.00	2.00	1.00	2.00	0.00	0.00	0.00	1.00	2.00	0.00	0.00	1.00	1.00	7.00	5.00	2.00	4.00	6.00	4.00	7.00	3.00	7.00	1.00	1.00	0.00	3.00	4.00	2.00	2.00	1.00	1.00	2.00	2.00	2.00	3.00	2.00	1.00	1.00	6.00	3.00	0.00	1.00	0.00	2.00	3.00	0.00	1.00	5.00	1.00	0.00	2.00	3.00	1.00	0.00
218	544250.00	416250.00	1.00	0.00	1.00	0.00	2.00	0.00	0.00	2.00	1.00	0.00	1.00	0.00	2.00	4.00	2.00	2.00	2.00	1.00	2.00	2.00	1.00	3.00	7.00	3.00	7.00	8.00	23.00	34.00	12.00	6.00	5.00	2.00	2.00	4.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	1.00	0.00	1.00	1.00	0.00	2.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00
219	543750.00	417250.00	1.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	2.00	1.00	2.00	0.00	2.00	5.00	1.00	2.00	3.00	2.00	1.00	1.00	3.00	2.00	1.00	1.00	1.00	4.00	18.00	24.00	24.00	9.00	3.00	4.00	5.00	2.00	2.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	5.00	0.00	3.00	0.00	1.00	1.00	5.00	3.00	0.00	1.00	0.00	1.00	1.00
220	543250.00	417750.00	3.00	4.00	1.00	1.00	4.00	1.00	3.00	2.00	4.00	2.00	0.00	4.00	4.00	6.00	6.00	8.00	2.00	2.00	2.00	2.00	2.00	4.00	3.00	1.00	4.00	3.00	11.00	6.00	8.00	9.00	5.00	0.00	3.00	6.00	7.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00	1.00	4.00	2.00	0.00	1.00	2.00	1.00	1.00	3.00	4.00	3.00	1.00	4.00	0.00	1.00	0.00
221	542750.00	418250.00	3.00	4.00	2.00	0.00	5.00	2.00	2.00	3.00	4.00	3.00	2.00	4.00	8.00	3.00	0.00	4.00	4.00	2.00	2.00	3.00	7.00	9.00	4.00	4.00	7.00	11.00	5.00	3.00	4.00	11.00	2.00	2.00	3.00	4.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00	1.00	0.00	0.00	0.00	1.00	2.00	1.00	0.00	1.00	3.00	1.00	2.00	2.00	1.00	3.00	1.00	1.00	1.00	2.00	3.00	2.00	0.00	0.00
222	538750.00	414750.00	1.00	0.00	0.00	0.00	3.00	4.00	3.00	4.00	0.00	4.00	1.00	5.00	4.00	2.00	1.00	1.00	1.00	2.00	8.00	3.00	1.00	2.00	3.00	1.00	1.00	6.00	8.00	7.00	5.00	3.00	3.00	2.00	1.00	4.00	0.00	1.00	2.00	3.00	1.00	1.00	0.00	2.00	1.00	1.00	2.00	2.00	2.00	5.00	4.00	12.00	3.00	4.00	3.00	2.00	4.00	6.00	1.00	1.00	2.00	0.00	2.00	0.00	3.00	0.00	2.00	0.00	1.00	1.00	4.00	1.00
223	544250.00	416750.00	0.00	0.00	0.00	0.00	3.00	3.00	1.00	1.00	0.00	0.00	1.00	2.00	1.00	5.00	4.00	4.00	2.00	0.00	2.00	0.00	2.00	3.00	5.00	3.00	5.00	6.00	26.00	32.00	16.00	12.00	7.00	1.00	4.00	2.00	3.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	3.00	0.00	0.00	0.00	1.00	1.00	0.00	4.00	3.00	0.00	1.00	0.00	0.00	0.00	0.00
224	544250.00	415750.00	1.00	0.00	2.00	1.00	2.00	1.00	3.00	0.00	1.00	2.00	4.00	1.00	2.00	3.00	3.00	2.00	1.00	2.00	3.00	2.00	1.00	2.00	14.00	9.00	6.00	10.00	32.00	20.00	12.00	7.00	3.00	1.00	2.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	1.00	0.00	1.00	1.00	1.00	2.00	1.00	0.00	2.00	2.00	3.00	1.00	0.00	1.00	0.00	0.00	1.00	0.00
225	538750.00	416250.00	3.00	3.00	2.00	0.00	3.00	9.00	5.00	3.00	3.00	3.00	2.00	3.00	4.00	3.00	1.00	1.00	1.00	1.00	4.00	3.00	0.00	1.00	2.00	2.00	0.00	3.00	4.00	2.00	2.00	3.00	3.00	2.00	0.00	2.00	3.00	5.00	0.00	1.00	0.00	1.00	1.00	1.00	3.00	4.00	5.00	2.00	2.00	3.00	2.00	13.00	9.00	1.00	2.00	3.00	2.00	4.00	1.00	2.00	2.00	1.00	5.00	3.00	6.00	0.00	1.00	0.00	0.00	4.00	2.00	1.00
226	538750.00	416750.00	3.00	3.00	1.00	2.00	2.00	4.00	2.00	6.00	1.00	1.00	4.00	3.00	1.00	4.00	2.00	4.00	1.00	1.00	4.00	4.00	3.00	2.00	1.00	1.00	5.00	2.00	2.00	2.00	3.00	3.00	5.00	2.00	2.00	3.00	2.00	3.00	2.00	0.00	1.00	1.00	3.00	2.00	2.00	3.00	1.00	1.00	1.00	3.00	3.00	4.00	10.00	1.00	2.00	1.00	2.00	6.00	0.00	3.00	5.00	3.00	1.00	4.00	3.00	2.00	3.00	0.00	0.00	4.00	7.00	0.00
227	541250.00	416250.00	2.00	0.00	0.00	0.00	1.00	3.00	0.00	1.00	1.00	0.00	0.00	1.00	1.00	3.00	3.00	4.00	2.00	5.00	1.00	2.00	1.00	1.00	0.00	1.00	3.00	5.00	5.00	16.00	9.00	7.00	2.00	3.00	2.00	2.00	7.00	3.00	3.00	4.00	2.00	1.00	2.00	2.00	2.00	5.00	2.00	1.00	2.00	2.00	1.00	2.00	1.00	0.00	4.00	6.00	4.00	1.00	1.00	1.00	0.00	0.00	1.00	2.00	2.00	7.00	6.00	2.00	8.00	4.00	1.00	0.00
228	539250.00	413750.00	3.00	1.00	1.00	0.00	4.00	5.00	1.00	4.00	0.00	0.00	1.00	1.00	3.00	1.00	4.00	0.00	1.00	4.00	6.00	4.00	5.00	1.00	3.00	0.00	3.00	1.00	5.00	5.00	6.00	5.00	5.00	1.00	1.00	1.00	6.00	2.00	4.00	2.00	0.00	2.00	1.00	1.00	0.00	6.00	6.00	0.00	1.00	3.00	7.00	6.00	4.00	5.00	1.00	2.00	4.00	5.00	3.00	0.00	2.00	0.00	0.00	0.00	7.00	1.00	2.00	2.00	1.00	6.00	1.00	1.00
229	542750.00	413250.00	2.00	2.00	0.00	1.00	14.00	5.00	4.00	3.00	5.00	3.00	2.00	2.00	2.00	6.00	7.00	8.00	3.00	4.00	7.00	1.00	0.00	3.00	2.00	10.00	9.00	7.00	36.00	18.00	5.00	2.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00	2.00	1.00	0.00	0.00	2.00	0.00	1.00	1.00	0.00	0.00	0.00	0.00
